server_name,owner,table_name,last_analyzed,size_mb,num_rows,object_type
MSGDB6,PERFSTAT,STATS$LIBRARYCACHE,2017/08/29,9,143596,TABLE
MSGDB6,PERFSTAT,STATS$SYSSTAT,2017/08/29,280,4924842,TABLE
MSGDB6,PERFSTAT,STATS$SESSION_EVENT,2017/08/29,1,0,TABLE
MSGDB6,PERFSTAT,STATS$WAITSTAT,2017/08/29,10,232736,TABLE
MSGDB6,IGNITE,CON_PLAN_COLLECTION_SQLS_1,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CON_METRICS_DAY_1,2017/08/29,1,25338,TABLE
MSGDB6,IGNITE,CON_PROBLEM_SILENCE_1,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CONMOD_2,2017/08/29,0,0,TABLE
MSGDB6,PERFSTAT,STATS$SEG_STAT_OBJ,2017/08/29,1,0,TABLE
MSGDB6,PERFSTAT,STATS$INSTANCE_RECOVERY,2017/08/29,1,12925,TABLE
MSGDB6,PERFSTAT,STATS$PGA_TARGET_ADVICE,2017/08/29,11,181201,TABLE
MSGDB6,PERFSTAT,STATS$TEMP_HISTOGRAM,2017/08/29,3,76222,TABLE
MSGDB6,PERFSTAT,STATS$TIME_MODEL_STATNAME,2017/08/29,1,19,TABLE
MSGDB6,PERFSTAT,STATS$SESS_TIME_MODEL,2017/08/29,1,0,TABLE
MSGDB6,PERFSTAT,STATS$BUFFERED_SUBSCRIBERS,2017/08/29,1,690,TABLE
MSGDB6,IGNITE,CONF_2,2017/08/29,0,532,TABLE
MSGDB6,IGNITE,CONOBJ_2,2017/08/29,14,82132,TABLE
MSGDB6,IGNITE,CON_METRICS_2,2017/08/29,0,24,TABLE
MSGDB6,IGNITE,CON_METRICS_TEN_MINUTE_2,2017/08/29,4,104938,TABLE
MSGDB6,IGNITE,CON_PROBLEM_SUMMARY_2,2017/08/29,1,0,TABLE
MSGDB6,IGNITE,CONEV_3,2017/08/29,0,1282,TABLE
MSGDB6,IGNITE,CONTSS1_3,2017/08/29,0,1763,TABLE
MSGDB6,IGNITE,CONEV_6,2017/08/29,0,1282,TABLE
MSGDB6,IGNITE,CONSS_6,2017/08/29,46,888418,TABLE
MSGDB6,IGNITE,CONTSSD_6,2017/08/29,0,2,TABLE
MSGDB6,IGNITE,CON_EVENT_SUM_6,2017/08/29,0,12660,TABLE
MSGDB6,IGNITE,CONST_5,2017/08/29,7,8295,TABLE
MSGDB6,IGNITE,CONO_5,2017/08/29,0,9,TABLE
MSGDB6,IGNITE,CON_PROGRAM_SUM_5,2017/08/29,0,11270,TABLE
MSGDB6,DBADMIN,SCHEMA_PRIVILEGES,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CON_PLAN_EXCLUDED_SQLS,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CON_ALERT_LEVEL,2017/08/29,0,5,TABLE
MSGDB6,IGNITE,CONV_CLUSTER,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CONV_DATASTORE_DEVICES,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CONVPRM,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CONV_VM_IPS,2017/08/29,0,0,TABLE
MSGDB6,AVAIL,KNOWN_LONG_RUNNING_JOBS,2017/08/29,0,1,TABLE
MSGDB6,IGNITE,CONSPT_2,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CONSPT_5,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CON_ACTION_SUM_5,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CON_OSUSER_SUM_5,2017/08/29,0,7558,TABLE
MSGDB6,IGNITE,CON_HISTORICAL_PLANS_5,2017/08/29,0,0,TABLE
MSGDB6,SMX,LNPOCNCACHE_OLD,2017/09/14,6904,57738580,TABLE PARTITION
MSGDB6,IGNITE,CONU_3,2017/08/29,0,12,TABLE
MSGDB6,IGNITE,CONPR_3,2017/08/29,0,21,TABLE
MSGDB6,IGNITE,CON_PROGRAM_SUM_3,2017/08/29,0,1242,TABLE
MSGDB6,IGNITE,CON_OSUSER_SUM_3,2017/08/29,0,698,TABLE
MSGDB6,IGNITE,CON_SAMPLE_SUM_3,2017/08/29,0,361,TABLE
MSGDB6,IGNITE,CONPT_3,2017/08/29,1,4761,TABLE
MSGDB6,IGNITE,CONSW_4,2017/08/29,128,1588106,TABLE
MSGDB6,IGNITE,CON_MACHINE_SUM_4,2017/08/29,0,729,TABLE
MSGDB6,IGNITE,CON_PROBLEM_DETAIL_4,2017/08/29,2,3335,TABLE
MSGDB6,IGNITE,CON_OSUSER_SUM_6,2017/08/29,0,6030,TABLE
MSGDB6,IGNITE,CONF_6,2017/08/29,0,53,TABLE
MSGDB6,IGNITE,CON_HISTORICAL_PLANS_6,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CONPT_6,2017/08/29,1,5307,TABLE
MSGDB6,IGNITE,CON_METRICS_6,2017/08/29,0,24,TABLE
MSGDB6,IGNITE,CON_METRICS_DAY_6,2017/08/29,0,2064,TABLE
MSGDB6,IGNITE,CON_MACHINE_SUM_7,2017/08/29,0,213,TABLE
MSGDB6,IGNITE,CON_PLAN_SAMPLES_7,2017/08/29,0,0,TABLE
MSGDB6,WMSYS,WM$INSTEADOF_TRIGS_TABLE,2008/08/05,0,0,TABLE
MSGDB6,WMSYS,WM$ADT_FUNC_TABLE,2008/08/05,0,0,TABLE
MSGDB6,WMSYS,WM$TMP_DBA_CONSTRAINTS,2008/08/05,0,0,TABLE
MSGDB6,SMX,ALTROUTINGRANGE,2017/09/14,0,2,TABLE
MSGDB6,SMX,OCNWORK,2017/09/14,2,0,TABLE
MSGDB6,SMX,OCN_BACKUP,2017/09/14,0,0,TABLE
MSGDB6,DBSNMP,MGMT_BSLN_DATASOURCES,2017/08/29,0,0,TABLE
MSGDB6,WMSYS,WM$MP_GRAPH_WORKSPACES_TABLE,2008/08/05,0,0,TABLE
MSGDB6,WMSYS,WM$BATCH_COMPRESSIBLE_TABLES,2008/08/05,0,0,TABLE
MSGDB6,IGNITE,CONV_ENTITY_TIMES,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,COND,2017/08/29,0,7,TABLE
MSGDB6,IGNITE,CONEXCLUDE_EVENTS,2017/08/29,0,140,TABLE
MSGDB6,IGNITE,CONUSER,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CONDBGROUP,2017/08/29,0,1,TABLE
MSGDB6,PERFSTAT,STATS$LATCH_PARENT,2017/08/29,1,0,TABLE
MSGDB6,PERFSTAT,STATS$ENQUEUE_STATISTICS,2017/08/29,58,1004662,TABLE
MSGDB6,PERFSTAT,STATS$SQL_SUMMARY,2017/08/29,2176,9690219,TABLE
MSGDB6,PERFSTAT,STATS$RESOURCE_LIMIT,2017/08/29,5,64624,TABLE
MSGDB6,PERFSTAT,STATS$DLM_MISC,2017/08/29,1,0,TABLE
MSGDB6,PERFSTAT,STATS$UNDOSTAT,2017/08/29,8,78094,TABLE
MSGDB6,IGNITE,CON_HISTORICAL_PLANS_1,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CONOBJ_1,2017/08/29,4,27255,TABLE
MSGDB6,IGNITE,CON_PROBLEM_ANALYSIS_1,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CON_PROBLEM_DETAIL_1,2017/08/29,13,0,TABLE
MSGDB6,IGNITE,CONEV_2,2017/08/29,0,1282,TABLE
MSGDB6,SMX,LANDLINE_CARRIEROCN,2017/09/14,0,137,TABLE
MSGDB6,IGNITE,CONST_2,2017/08/29,104,99592,TABLE
MSGDB6,PERFSTAT,STATS$SQL_WORKAREA_HISTOGRAM,2017/08/29,8,154752,TABLE
MSGDB6,PERFSTAT,STATS$THREAD,2017/08/29,1,12925,TABLE
MSGDB6,PERFSTAT,STATS$SYS_TIME_MODEL,2017/08/29,9,247542,TABLE
MSGDB6,PERFSTAT,STATS$RULE_SET,2017/08/29,1,13615,TABLE
MSGDB6,PERFSTAT,STATS$STREAMS_POOL_ADVICE,2017/08/29,10,259018,TABLE
MSGDB6,IGNITE,CON_OSUSER_SUM_2,2017/08/29,1,26142,TABLE
MSGDB6,IGNITE,CON_SAMPLE_SUM_2,2017/08/29,0,3120,TABLE
MSGDB6,SMX,CARRIEROCN_NLU_244,2017/09/14,0,202,TABLE
MSGDB6,AVAIL,FILE_NAME_SCAN,2017/08/29,0,38,TABLE
MSGDB6,AVAIL,RMAN_BACKUP_SCHEDULE,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CONL_5,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CONACT_5,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CON_PLAN_COLLECTION_SCHEDULE,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CON_ALERT_DB,2017/08/29,0,1,TABLE
MSGDB6,IGNITE,CONBLACKOUT,2017/08/29,0,0,TABLE
MSGDB6,AVAIL,TABLESPACE_OFFLINE,2017/08/29,0,0,TABLE
