
AMIDALA       ,PUBLIC         ,sun/tools/jar/resources/jar_de,SYS            ,sun/tools/jar/resources/jar_de,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sun/tools/jar/resources/jar_es,SYS            ,sun/tools/jar/resources/jar_es,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sun/tools/jar/resources/jar_fr,SYS            ,sun/tools/jar/resources/jar_fr,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sun/tools/jar/resources/jar_it,SYS            ,sun/tools/jar/resources/jar_it,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sun/tools/jar/resources/jar_ja,SYS            ,sun/tools/jar/resources/jar_ja,               ,SYNONYM

AMIDALA       ,PUBLIC         ,sun/tools/jar/resources/jar_ko,SYS            ,sun/tools/jar/resources/jar_ko,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sun/tools/jar/resources/jar_sv,SYS            ,sun/tools/jar/resources/jar_sv,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/d17ab935_jar_zh_CN           ,SYS            ,/d17ab935_jar_zh_CN           ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/42e520cc_jar_zh_TW           ,SYS            ,/42e520cc_jar_zh_TW           ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sun/tools/javap/AttrData      ,SYS            ,sun/tools/javap/AttrData      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/3a01469a_JavapEnvironment    ,SYS            ,/3a01469a_JavapEnvironment    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sun/tools/javap/JavapPrinter  ,SYS            ,sun/tools/javap/JavapPrinter  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sun/tools/javap/Main          ,SYS            ,sun/tools/javap/Main          ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/d48d8348_A2NFilter           ,SYS            ,/d48d8348_A2NFilter           ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/33d226f7_MsgNative2ascii     ,SYS            ,/33d226f7_MsgNative2ascii     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/d45233e0_MsgNative2ascii_ja  ,SYS            ,/d45233e0_MsgNative2ascii_ja  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sun/tools/serialver/Res       ,SYS            ,sun/tools/serialver/Res       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sun/tools/serialver/SerialVer ,SYS            ,sun/tools/serialver/SerialVer ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,DBMS_JVM_EXP_PERMS            ,SYS            ,DBMS_JVM_EXP_PERMS            ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,javax/xml/namespace/QName     ,SYS            ,javax/xml/namespace/QName     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/d6221a34_NamespaceContext    ,SYS            ,/d6221a34_NamespaceContext    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/DOMError          ,SYS            ,org/w3c/dom/DOMError          ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/DOMErrorHandler   ,SYS            ,org/w3c/dom/DOMErrorHandler   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/DOMLocator        ,SYS            ,org/w3c/dom/DOMLocator        ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/f521ad80_DOMImplementationLS ,SYS            ,/f521ad80_DOMImplementationLS ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/ls/LSParser       ,SYS            ,org/w3c/dom/ls/LSParser       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/ls/LSParserFilter ,SYS            ,org/w3c/dom/ls/LSParserFilter ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/ls/LSInput        ,SYS            ,org/w3c/dom/ls/LSInput        ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/ls/LSSerializer   ,SYS            ,org/w3c/dom/ls/LSSerializer   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/e082f4b8_LSSerializerFilter  ,SYS            ,/e082f4b8_LSSerializerFilter  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/ls/LSOutput       ,SYS            ,org/w3c/dom/ls/LSOutput       ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,org/w3c/dom/ls/LSLoadEvent    ,SYS            ,org/w3c/dom/ls/LSLoadEvent    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/ls/LSProgressEvent,SYS            ,org/w3c/dom/ls/LSProgressEvent,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/40945cce_LSResourceResolver  ,SYS            ,/40945cce_LSResourceResolver  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/cdd15558_CharacterDataEditVAL,SYS            ,/cdd15558_CharacterDataEditVAL,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/a6194644_DocumentEditVAL     ,SYS            ,/a6194644_DocumentEditVAL     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/56e7e473_ElementEditVAL      ,SYS            ,/56e7e473_ElementEditVAL      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/cdf6a3af_ExceptionVAL        ,SYS            ,/cdf6a3af_ExceptionVAL        ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/89293e9c_NodeEditVAL         ,SYS            ,/89293e9c_NodeEditVAL         ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/UserDataHandler   ,SYS            ,org/w3c/dom/UserDataHandler   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/NameList          ,SYS            ,org/w3c/dom/NameList          ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/DOMStringList     ,SYS            ,org/w3c/dom/DOMStringList     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/DOMConfiguration  ,SYS            ,org/w3c/dom/DOMConfiguration  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/TypeInfo          ,SYS            ,org/w3c/dom/TypeInfo          ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,/1111d1d9_DOMImplementationLis,SYS            ,/1111d1d9_DOMImplementationLis,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/f4c4377c_DOMImplementationReg,SYS            ,/f4c4377c_DOMImplementationReg,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/f8f0cc09_DOMImplementationSou,SYS            ,/f8f0cc09_DOMImplementationSou,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/cdb6726a_DOMImplementationLis,SYS            ,/cdb6726a_DOMImplementationLis,               ,SYNONYM
AMIDALA       ,PUBLIC         ,javax/xml/XMLConstants        ,SYS            ,javax/xml/XMLConstants        ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xqxp/XQException   ,SYS            ,oracle/xml/xqxp/XQException   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/WildCard      ,SYS            ,oracle/xml/xslt/WildCard      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/194285df_XMLStreamFilterPrope,SYS            ,/194285df_XMLStreamFilterPrope,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/cbe7f8b2_XMLStreamFilter     ,SYS            ,/cbe7f8b2_XMLStreamFilter     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLApplyImport,SYS            ,oracle/xml/xslt/XSLApplyImport,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/5b4b7477_XSLApplyTemplates   ,SYS            ,/5b4b7477_XSLApplyTemplates   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLAttribute  ,SYS            ,oracle/xml/xslt/XSLAttribute  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/98bfe0d3_XSLAttributeSet     ,SYS            ,/98bfe0d3_XSLAttributeSet     ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLBuilder    ,SYS            ,oracle/xml/xslt/XSLBuilder    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/dad33907_XSLCallTemplate     ,SYS            ,/dad33907_XSLCallTemplate     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/784aeac4_XSLCharacterMap     ,SYS            ,/784aeac4_XSLCharacterMap     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLCondition  ,SYS            ,oracle/xml/xslt/XSLCondition  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLConstants  ,SYS            ,oracle/xml/xslt/XSLConstants  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLCopy       ,SYS            ,oracle/xml/xslt/XSLCopy       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLCopyOf     ,SYS            ,oracle/xml/xslt/XSLCopyOf     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLDocument   ,SYS            ,oracle/xml/xslt/XSLDocument   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/ca72e550_XSLDocumentBuilder  ,SYS            ,/ca72e550_XSLDocumentBuilder  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLElement    ,SYS            ,oracle/xml/xslt/XSLElement    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/66666b2c_XSLEventHandler     ,SYS            ,/66666b2c_XSLEventHandler     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLException  ,SYS            ,oracle/xml/xslt/XSLException  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLFallback   ,SYS            ,oracle/xml/xslt/XSLFallback   ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLForEach    ,SYS            ,oracle/xml/xslt/XSLForEach    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/db9790e4_XSLForEachGroup     ,SYS            ,/db9790e4_XSLForEachGroup     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLFunction   ,SYS            ,oracle/xml/xslt/XSLFunction   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLFunctionDS ,SYS            ,oracle/xml/xslt/XSLFunctionDS ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLKey        ,SYS            ,oracle/xml/xslt/XSLKey        ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/fb480490_XSLMiscElements     ,SYS            ,/fb480490_XSLMiscElements     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLNamespace  ,SYS            ,oracle/xml/xslt/XSLNamespace  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLNamespace2 ,SYS            ,oracle/xml/xslt/XSLNamespace2 ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLNextMatch  ,SYS            ,oracle/xml/xslt/XSLNextMatch  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/ec3cc6be_XSLNodeAttrValueTmpl,SYS            ,/ec3cc6be_XSLNodeAttrValueTmpl,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/24aa63ae_XSLNodeEndElement   ,SYS            ,/24aa63ae_XSLNodeEndElement   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/b694526e_XSLNodeUpdateVar    ,SYS            ,/b694526e_XSLNodeUpdateVar    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLNode       ,SYS            ,oracle/xml/xslt/XSLNode       ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLNumber     ,SYS            ,oracle/xml/xslt/XSLNumber     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/12fd44ad_XSLOtherElements    ,SYS            ,/12fd44ad_XSLOtherElements    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLOutput     ,SYS            ,oracle/xml/xslt/XSLOutput     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/7aa29152_XSLOutputCharacter  ,SYS            ,/7aa29152_XSLOutputCharacter  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLPerfSort   ,SYS            ,oracle/xml/xslt/XSLPerfSort   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/24daae94_XSLProcessorXSLTVers,SYS            ,/24daae94_XSLProcessorXSLTVers,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLProcessor  ,SYS            ,oracle/xml/xslt/XSLProcessor  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/feeae1d3_XSLResultDocument   ,SYS            ,/feeae1d3_XSLResultDocument   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/199d1d41_XSLResultElement    ,SYS            ,/199d1d41_XSLResultElement    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/4bd739f6_XSLSAXPrintDriver   ,SYS            ,/4bd739f6_XSLSAXPrintDriver   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLSequence   ,SYS            ,oracle/xml/xslt/XSLSequence   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLSort       ,SYS            ,oracle/xml/xslt/XSLSort       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLSortKey    ,SYS            ,oracle/xml/xslt/XSLSortKey    ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,/3bcddf0_XSLSourceContext     ,SYS            ,/3bcddf0_XSLSourceContext     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLSpaceElem  ,SYS            ,oracle/xml/xslt/XSLSpaceElem  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLStylesheet ,SYS            ,oracle/xml/xslt/XSLStylesheet ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLTContext   ,SYS            ,oracle/xml/xslt/XSLTContext   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLTemplate   ,SYS            ,oracle/xml/xslt/XSLTemplate   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLText       ,SYS            ,oracle/xml/xslt/XSLText       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLValueOf    ,SYS            ,oracle/xml/xslt/XSLValueOf    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xslt/XSLVariable   ,SYS            ,oracle/xml/xslt/XSLVariable   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xpath/AdditiveExpr ,SYS            ,oracle/xml/xpath/AdditiveExpr ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xpath/AndExpr      ,SYS            ,oracle/xml/xpath/AndExpr      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xpath/CachedExpr   ,SYS            ,oracle/xml/xpath/CachedExpr   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/ff70d35f_CastableAsExpr      ,SYS            ,/ff70d35f_CastableAsExpr      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/7f2629a_ComparisonExpr       ,SYS            ,/7f2629a_ComparisonExpr       ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,oracle/xml/xpath/ExprSingle   ,SYS            ,oracle/xml/xpath/ExprSingle   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xpath/ForExpr      ,SYS            ,oracle/xml/xpath/ForExpr      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xpath/IfExpr       ,SYS            ,oracle/xml/xpath/IfExpr       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/459fdef3_InstanceOfExpr      ,SYS            ,/459fdef3_InstanceOfExpr      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/79cca40c_IntersectExceptExpr ,SYS            ,/79cca40c_IntersectExceptExpr ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xpath/OrExpr       ,SYS            ,oracle/xml/xpath/OrExpr       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xpath/PathExpr     ,SYS            ,oracle/xml/xpath/PathExpr     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/8d316e64_QuantifiedExpr      ,SYS            ,/8d316e64_QuantifiedExpr      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xpath/RangeExpr    ,SYS            ,oracle/xml/xpath/RangeExpr    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xpath/TreatExpr    ,SYS            ,oracle/xml/xpath/TreatExpr    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xpath/UnaryExpr    ,SYS            ,oracle/xml/xpath/UnaryExpr    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/637df56b_XPathAncestorAxis   ,SYS            ,/637df56b_XPathAncestorAxis   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/8cab0b99_XPathAncestorOrSelfA,SYS            ,/8cab0b99_XPathAncestorOrSelfA,               ,SYNONYM

AMIDALA       ,PUBLIC         ,/e0a920b2_XPathAttributeAxis  ,SYS            ,/e0a920b2_XPathAttributeAxis  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xpath/XPathAxis    ,SYS            ,oracle/xml/xpath/XPathAxis    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xpath/XPathCastExpr,SYS            ,oracle/xml/xpath/XPathCastExpr,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/ccbfca6e_XPathChildAxis      ,SYS            ,/ccbfca6e_XPathChildAxis      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/fc90d067_XPathCompatibiltyExp,SYS            ,/fc90d067_XPathCompatibiltyExp,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/25ebfb1d_XPathConstantExpr   ,SYS            ,/25ebfb1d_XPathConstantExpr   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/d602b849_XPathConvertAsExpr  ,SYS            ,/d602b849_XPathConvertAsExpr  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/c2f43818_XPathDescOrSelfAxis ,SYS            ,/c2f43818_XPathDescOrSelfAxis ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/f5be40cf_XPathDescendantAxis ,SYS            ,/f5be40cf_XPathDescendantAxis ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/37944aef_XPathException      ,SYS            ,/37944aef_XPathException      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/f8e6eef0_XPathExtFunction    ,SYS            ,/f8e6eef0_XPathExtFunction    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/1b976974_XPathFilterExpr     ,SYS            ,/1b976974_XPathFilterExpr     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/4f88f54_XPathFollowingAxis   ,SYS            ,/4f88f54_XPathFollowingAxis   ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,/8169ac5b_XPathFollowingSiblin,SYS            ,/8169ac5b_XPathFollowingSiblin,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/59c0ecac_XPathFunctionCall   ,SYS            ,/59c0ecac_XPathFunctionCall   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xpath/XPathItem    ,SYS            ,oracle/xml/xpath/XPathItem    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/d698f7c5_XPathNamespaceAxis  ,SYS            ,/d698f7c5_XPathNamespaceAxis  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/684ae366_XPathParentAxis     ,SYS            ,/684ae366_XPathParentAxis     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/2a778020_XPathPrecedingAxis  ,SYS            ,/2a778020_XPathPrecedingAxis  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/6846dbed_XPathPrecedingSiblin,SYS            ,/6846dbed_XPathPrecedingSiblin,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/422d54ec_XPathPredicate      ,SYS            ,/422d54ec_XPathPredicate      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xpath/XPathSelfAxis,SYS            ,oracle/xml/xpath/XPathSelfAxis,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xpath/XPathSeqType ,SYS            ,oracle/xml/xpath/XPathSeqType ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xpath/XPathSequence,SYS            ,oracle/xml/xpath/XPathSequence,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xpath/XPathStep    ,SYS            ,oracle/xml/xpath/XPathStep    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/6ea92a64_XPathVarReference   ,SYS            ,/6ea92a64_XPathVarReference   ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,/d66045de_XPathXSLFunction    ,SYS            ,/d66045de_XPathXSLFunction    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xpath/XSLExpr      ,SYS            ,oracle/xml/xpath/XSLExpr      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/xpath/XSLExprBase  ,SYS            ,oracle/xml/xpath/XSLExprBase  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/347d84c4_XSLExprConstants    ,SYS            ,/347d84c4_XSLExprConstants    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/74b631f9_XSLExtFunctions     ,SYS            ,/74b631f9_XSLExtFunctions     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/b1ee9485_XSLNodeSetExpr      ,SYS            ,/b1ee9485_XSLNodeSetExpr      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/b532939f_XSLParseString      ,SYS            ,/b532939f_XSLParseString      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/util/ArrayPool     ,SYS            ,oracle/xml/util/ArrayPool     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/util/FastVector    ,SYS            ,oracle/xml/util/FastVector    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/util/HashInt$Entry ,SYS            ,oracle/xml/util/HashInt$Entry ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/util/HashInt       ,SYS            ,oracle/xml/util/HashInt       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/util/NSName        ,SYS            ,oracle/xml/util/NSName        ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/util/NSNameImpl    ,SYS            ,oracle/xml/util/NSNameImpl    ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,oracle/xml/util/OraURI        ,SYS            ,oracle/xml/util/OraURI        ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/e4907c47_OraURIException     ,SYS            ,/e4907c47_OraURIException     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/util/OraURIUtil    ,SYS            ,oracle/xml/util/OraURIUtil    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/util/Queue         ,SYS            ,oracle/xml/util/Queue         ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/util/QxName        ,SYS            ,oracle/xml/util/QxName        ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/710c6803_QxNameHashWeakValue ,SYS            ,/710c6803_QxNameHashWeakValue ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/util/QxNameHash    ,SYS            ,oracle/xml/util/QxNameHash    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/433362d0_StringHashtableEntry,SYS            ,/433362d0_StringHashtableEntry,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/9a57f22d_StringHashtable     ,SYS            ,/9a57f22d_StringHashtable     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/util/UnicodeUtil   ,SYS            ,oracle/xml/util/UnicodeUtil   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/util/XMLError      ,SYS            ,oracle/xml/util/XMLError      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/util/XMLException  ,SYS            ,oracle/xml/util/XMLException  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/util/XMLProperties ,SYS            ,oracle/xml/util/XMLProperties ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,oracle/xml/util/XMLUtil       ,SYS            ,oracle/xml/util/XMLUtil       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/jdwp/Field         ,SYS            ,oracle/xml/jdwp/Field         ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/jdwp/LineTable     ,SYS            ,oracle/xml/jdwp/LineTable     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/jdwp/VariableTable ,SYS            ,oracle/xml/jdwp/VariableTable ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/jdwp/XSLDebugProp  ,SYS            ,oracle/xml/jdwp/XSLDebugProp  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/a2bd5568_XSLJDWPArrayReferenc,SYS            ,/a2bd5568_XSLJDWPArrayReferenc,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/66a224f_XSLJDWPBreakpointEven,SYS            ,/66a224f_XSLJDWPBreakpointEven,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/2d6824c0_XSLJDWPClassMatchEve,SYS            ,/2d6824c0_XSLJDWPClassMatchEve,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/5d095322_XSLJDWPClassPrepareE,SYS            ,/5d095322_XSLJDWPClassPrepareE,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/1cadb342_XSLJDWPClassType    ,SYS            ,/1cadb342_XSLJDWPClassType    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/de4d579a_XSLJDWPCommandSet   ,SYS            ,/de4d579a_XSLJDWPCommandSet   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/13120747_XSLJDWPConstants    ,SYS            ,/13120747_XSLJDWPConstants    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/f5e722c3_XSLJDWPDebugger     ,SYS            ,/f5e722c3_XSLJDWPDebugger     ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,oracle/xml/jdwp/XSLJDWPError  ,SYS            ,oracle/xml/jdwp/XSLJDWPError  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xml/jdwp/XSLJDWPEvent  ,SYS            ,oracle/xml/jdwp/XSLJDWPEvent  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/2b6daf6b_XSLJDWPEventManager ,SYS            ,/2b6daf6b_XSLJDWPEventManager ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/8d12fff4_XSLJDWPEventRequest ,SYS            ,/8d12fff4_XSLJDWPEventRequest ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/c7a7e073_XSLJDWPEventRequestG,SYS            ,/c7a7e073_XSLJDWPEventRequestG,               ,SYNONYM
